"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Feb 28 19:37:18 EET 2020","Fri Feb 28 19:37:31 EET 2020","12926","Default Suite","Lesson7","test.java.tests.ForPO","test.java.tests.ForPO","anyTest","anyTest",""
